"ID","sentiment","word"
2635,-1,"Kalau tagar percumalaporpolisi bergema pertanda kerjamu mengecewakan, gitu lho ListyoSigitP DivHumas_Polri tangkap abu janda karena mengatakan teroris agamanya islam"
2638,0,"Nasib rakyat ... Ade Emon bukan kriminal.. Bebaskan Ade Emon.. Semoga kisah pedih penyuara keadilan tidak membuat rakyat ambil kesimpulan percumalaporpolisi percumalaporpolisi"
2639,-2,"betulkah setiap ancaman hukuman dibawah 5 thn tdk ditahan pak ListyoSigitP DivHumas_Polri Polripresisi , percumalaporpolisi"
2640,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2641,1,"Fakta terbaru: empat anggota laskar Front Pembela Islam (FPI) pengawal Rizieq Syihab yang tewas dalam insiden di KM 50 Tol Jakarta-Cikampek ternyata ditembak sebanyak 11 kali. Informasi selengkapnya bisa kamu tonton di YouTube Narasi KM50MonumenKebiadaban percumalaporpolisi"
2642,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2643,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2644,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2645,-1,"Kalau tagar percumalaporpolisi bergema pertanda kerjamu mengecewakan, gitu lho ListyoSigitP DivHumas_Polri tangkap abu janda karena mengatakan teroris agamanya islam"
2647,-1,"Aku kalo jadi dukun, kerjaannya tiap hari nyantet kali ya wkwk percumalaporpolisi"
2648,-2,"Hmm seeprtinya perlu sampai ke Pak Kapolri ini beritanya , jgn sampai birokrasi menghambat kinerja polisi , nanti bisa muncul lagi percumalaporpolisi"
2649,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2650,-1,"prayogayuliano TheYufar Justrus kita membenci personnya atas sikapnya yg arrogant Dan matrenya. Kalau mereka menjalankan sebagai mana mestinya sop police ngak bakalan ada percumalaporpolisi"
2652,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2653,0,"Nasib rakyat ... Ade Emon bukan kriminal.. Bebaskan Ade Emon.. Semoga kisah pedih penyuara keadilan tidak membuat rakyat ambil kesimpulan percumalaporpolisi percumalaporpolisi"
2655,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2656,-1,"Kalau tagar percumalaporpolisi bergema pertanda kerjamu mengecewakan, gitu lho ListyoSigitP DivHumas_Polri tangkap abu janda karena mengatakan teroris agamanya islam"
2657,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2658,-1,"Kalau tagar percumalaporpolisi bergema pertanda kerjamu mengecewakan, gitu lho ListyoSigitP DivHumas_Polri tangkap abu janda karena mengatakan teroris agamanya islam"
2659,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2660,-2,"betulkah setiap ancaman hukuman dibawah 5 thn tdk ditahan pak ListyoSigitP DivHumas_Polri Polripresisi , percumalaporpolisi"
2661,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2663,-2,"Padahal ini sudah tersangka ya? Kok hanya wajib lapor? Sebenarnya adil atau tidak sih? Nggak mudeng aku rek percumalaporpolisi"
2664,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2665,0,"Nasib rakyat ... Ade Emon bukan kriminal.. Bebaskan Ade Emon.. Semoga kisah pedih penyuara keadilan tidak membuat rakyat ambil kesimpulan percumalaporpolisi percumalaporpolisi"
2666,2,"SEMOGA DI BERIKAN KEADILAN ATAS PRAKTEK2 KEKUASAAN TIDAK BENAR INI.. TERIMA KASIH. percumalaporpolisi"
2669,0,"Abu janda katanya kebal hukum jadi percumalaporpolisi"
2670,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2671,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2673,0,"Acarkrispi1 Makin banyak cuan yang dikasih, makin cepat prosesnya dong. Eh, Bener gak sih?? percumalaporpolisi percumaadapolisi"
2674,-1,"PrasRully Wah parah sih klo pas laporan diminta duit. Makin percumalaporpolisi dong."
2675,0,"Sebuah Pengakuan yang bijak, hahahaha percumalaporpolisi"
2676,-1,"doitcans Itulah knapa curanmor masih marak aja terjadi. Karena yaa kasus2 org biasa kek kitaa nih gak diurus. Malingnya masih berkeliaran. Jadi yaa percumalaporpolisi"
2678,2,"Wajar mayoritas masyarakat sdh mulai hilang kepercayaan terhadap institusi ini, karena saking banyaknya oknum yg tdk amanah.. percumalaporpolisi"
2680,-1,"Kalau tagar percumalaporpolisi bergema pertanda kerjamu mengecewakan, gitu lho ListyoSigitP DivHumas_Polri tangkap abu janda karena mengatakan teroris agamanya islam"
2682,-1,"tajam kebawah , tumpul ke kader PDIP percumalaporpolisi"
2686,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2687,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2688,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2689,0,"fullmoonfolks pengen jadi pahlawan dlm kegelapan deh. kalo ada apa\ tinggal di eksekusi dari pada percumalaporpolisi"""
2690,-1,"Keluarga Korban Lapor Polisi tapi Disuruh Tangkap Sendiri, Kapolres Metro Bekasi Kota Beri Keterangan Halah... percumalaporpolisi percumalaporpolisi"
2691,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2692,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2693,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2694,2,"Cukup dengan RETWEET ini, berarti anda CINTA NKRI! . . TangkapBaharSmith PercumaLaporPolisi *cc ListyoSigitP"
2695,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2696,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2697,0,"Nasib rakyat ... Ade Emon bukan kriminal.. Bebaskan Ade Emon.. Semoga kisah pedih penyuara keadilan tidak membuat rakyat ambil kesimpulan percumalaporpolisi percumalaporpolisi"
2698,-1,"tajam kebawah , tumpul ke kader PDIP percumalaporpolisi"
2702,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2703,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2704,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2705,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2706,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2707,2,"Wajar mayoritas masyarakat sdh mulai hilang kepercayaan terhadap institusi ini, karena saking banyaknya oknum yg tdk amanah.. percumalaporpolisi"
2708,1,"Fakta terbaru: empat anggota laskar Front Pembela Islam (FPI) pengawal Rizieq Syihab yang tewas dalam insiden di KM 50 Tol Jakarta-Cikampek ternyata ditembak sebanyak 11 kali. Informasi selengkapnya bisa kamu tonton di YouTube Narasi KM50MonumenKebiadaban percumalaporpolisi"
2709,-1,"Cape boleh, nyerah jangan. layangan putus vito percumalaporpolisi"
2710,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2711,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2714,-1,"Foto ini mengambarkan percumalaporpolisi benerbada nya, buktinya kasus pelecehan seksual yg dialami 2 mahasiswi universitas sultan ageng tirtayasa sampai sekarang mandek. Kasus ini di tanganin polresserang1 jadi harus gimana kita ini pak ListyoSigitP ?"
2715,0,"tangkap juga ini , kandangin FerdinandHaean3 berani2nya menghina paduka yang mulia jokowi percumalaporpolisi cc DivHumas_Polri ListyoSigitP"
2716,0,"Ready ya kak Open vcs murah, bisa skrg kok Cek wa saja 082316355855 . openvcs TimNasDay percumalaporpolisi senin"
2718,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2719,-4,"detikcom Perlu pakar hukum yg menjelaskan apa iya pelaku hanya wajib lapor padahal jelas pelakunya menganiaya mohon penjelasanya pak DivHumas_Polri cc pak ListyoSigitP . klu gitu gini aja ortunya mukulin ni org sampai bonyok terus sama2 wajib lapor. Sempat ramai percumalaporpolisi"
2720,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2721,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2722,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2724,-1,"Masyarakat lebih susah hari ini pud mohmahfudmd susah mencari keadilan, hukum tajam pada oposis tumpul pada Buzzer, ditambah premium dan pertalut mau dihapus. Tak ada kata nyaman sebelum Rezim ini tumbang percumalaporpolisi"
2727,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2728,-1,"Kasus pemukulan di Medan. Harapan kami di tahan . percumalaporpolisi"
2730,-2,"cybsquad_ ListyoSigitP DivHumas_Polri percumalaporpolisi percumalaporpolisi Sakit ngliat yg bgnian,aplgi ibu si korban"
2731,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2732,-1,"Cape boleh, nyerah jangan. layangan putus vito percumalaporpolisi"
2733,-2,"cybsquad_ ListyoSigitP DivHumas_Polri Harusnya adil pak, habib Bahar menganiaya di penjara. Yang ini kok tidak? Saya bukan pendukung habib, tp ya kayak gk adil aja sih percumalaporpolisi"
2734,-2,"Emang percumalaporpolisi kalo yg disebut oknum ga dilakukan pemecatan dan dihadapkan ke publik... Kami sudah sangat jijik dan tidak percaya kalian"
2735,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2736,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2737,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2739,-1,"Cape boleh, nyerah jangan. layangan putus vito percumalaporpolisi"
2742,-2,"Hukum di negeri kekuasaan. Equality before the law hanya pepesan kosong. Ingat Pak Polisi. Kekuasaan yang kau pegang cuma sementara. Ingat mati Ndan percumalaporpolisi"
2743,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2745,-1,"hanya keras dan tegas sama oposisi, padahal dibyr negara bukan sama mukidi..nyett percumalaporpolisi"
2747,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2748,-1,"Ku lari ke FB ada Liberal Ku Lari Ke IG ada Plural Ku lari ke Twitter ada BuzzeRp Pecahkan saja hpnya biar ramai... biar gaduh mengaduh... percumalaporpolisi percumalaporpolisi"
2749,0,"Klo semua masalah cukup dg minta maaf, maka utk apa ada hukum di Negri ini? percumalaporpolisi percumalaporpolisi"
2751,-1,"Kalau tagar percumalaporpolisi bergema pertanda kerjamu mengecewakan, gitu lho ListyoSigitP DivHumas_Polri tangkap abu janda karena mengatakan teroris agamanya islam"
2752,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2753,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2755,1,"Di hukumnya bukan hukum negara tpi lgsg dari sang penciptanya lgsg kayanya sih gtu maunya. Dasar Manusia kaya harta miskin tatakraman. Untunng korbanya baik yaallah aku sedih liat korbanya percumalaporpolisi"
2757,0,"Nasib rakyat ... Ade Emon bukan kriminal.. Bebaskan Ade Emon.. Semoga kisah pedih penyuara keadilan tidak membuat rakyat ambil kesimpulan percumalaporpolisi percumalaporpolisi"
2758,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2760,-1,"Foto ini mengambarkan percumalaporpolisi benerbada nya, buktinya kasus pelecehan seksual yg dialami 2 mahasiswi universitas sultan ageng tirtayasa sampai sekarang mandek. Kasus ini di tanganin polresserang1 jadi harus gimana kita ini pak ListyoSigitP ?"
2762,2,"Baju Jersey Sepeda Autumn Pria Lengan Panjang Pendek Jumbo XS - 6XL FREE ONGKIR . Nadeo AFFSuzukiCup2021 Puan Maharani Indonesia talikasihhrdbacot percumalaporpolisi dihapus voucher gratis kinan rakyat Dan Allah Semangat Senin Bismillah Menang Subuh"
2763,2,"Jersey Sepeda Autumn Wanita Lengan Panjang Pendek XS - 6XL FREE ONGKIR . Nadeo AFFSuzukiCup2021 Puan Maharani Semua SemuaBisaDapatEiger talikasihhrdbacot percumalaporpolisi dihapus voucher gratis kinan rakyat Dan Allah Semangat Senin Bismillah Menang"
2766,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2767,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2768,-1,"Dari satu akun BuzzeRp yg baru netes juni sdh punya ribuan followers & masing2 followers semua akun rata2 baru terbit tahun 2021. Luarbiasa rezim ternak BuzzeRp perlu brp byk dana dikucurkan percumalaporpolisi"
2769,6,"Jika rasa keadilan itu mnjadi sangat mahal maka hukum rimba pun smkn berkembang,marilah kita bersama saling mengingatkan pentingnya pesan misi dan tindakan moralitas ttg keadilan utk semua disemua sisi. agar bumi tetap terjaga rasa damai itu percumalaporpolisi"
2770,-1,"rinidyah6 Dimana kalo ad kenalan orang dalam segala sesuatunya pasti kan special... Jgn kaget, dan pastinya selama negara indo msh berdiri, percumalaporpolisi Kecuali lapor tuk bikin surat kehilangan, mau gk mau dijalani."
2772,2,"chicohakim ListyoSigitP DivHumas_Polri Bukan rasa keadilan, tetapi keberanian menegakkan hukum secara nyata. Jadi wajar ada tagar percumalaporpolisi"
2773,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2774,-1,"cybsquad_ ListyoSigitP DivHumas_Polri Main hakim sendiri gak boleh, tapi sang hakim tidak pernah adil. percumalaporpolisi"
2775,-1,"Kalau tagar percumalaporpolisi bergema pertanda kerjamu mengecewakan, gitu lho ListyoSigitP DivHumas_Polri tangkap abu janda karena mengatakan teroris agamanya islam"
2776,0,"cita-cita aingmah pengen jadi kader Partai Bansos ajalah, biar kebal hukum percumalaporpolisi"
2777,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2778,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2779,1,"Pupus sudah keadilan di negeri ini. percumalaporpolisi"
2780,1,"Sungguh penegak hukum zalim... percumalaporpolisi"
2781,2,"Wajar mayoritas masyarakat sdh mulai hilang kepercayaan terhadap institusi ini, karena saking banyaknya oknum yg tdk amanah.. percumalaporpolisi"
2782,-2,"Habis tagar PercumaLaporPolisi, terbitlah tagar 1Hari1Oknum. Mulai dari dihentikannya laporan kasus kekerasanseksual di Luwu Timur, sampai perkosaan dan pemaksaan aborsi yang pelakunya polisi sendiri, apa iya ini cuma masalah oknum?"
2783,1,"Fakta terbaru: empat anggota laskar Front Pembela Islam (FPI) pengawal Rizieq Syihab yang tewas dalam insiden di KM 50 Tol Jakarta-Cikampek ternyata ditembak sebanyak 11 kali. Informasi selengkapnya bisa kamu tonton di YouTube Narasi KM50MonumenKebiadaban percumalaporpolisi"
2784,-1,"Makanya ke dapur rekaman jangan malah di dapur rumah klo rekaman Mau marah sma tukang prabot? percumalaporpolisi"
2785,0,"Nenek siapa nih ? Rajin amat pake helm Padahal percumalaporpolisi"
2787,0,"Nasib rakyat ... Ade Emon bukan kriminal.. Bebaskan Ade Emon.. Semoga kisah pedih penyuara keadilan tidak membuat rakyat ambil kesimpulan percumalaporpolisi percumalaporpolisi"
2789,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2790,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2791,-3,"Mengapa bisa begini.. Sementara Habib Bahar dikenakan hukuman..dan yg ini hanya wajib lapor... Why... percumalaporpolisi percumalaporpolisi"
2792,-1,"Pak ListyoSigitP hukuman yg ssuai dan berlaku tak di pake baju tahanan, tak diborgol hanya wajib lapor. Kren pak... percumalaporpolisi percumaadapolisi"
2794,2,"Wajar mayoritas masyarakat sdh mulai hilang kepercayaan terhadap institusi ini, karena saking banyaknya oknum yg tdk amanah.. percumalaporpolisi"
2796,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2797,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2798,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2799,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2801,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2802,1,"terus untuk apah dibuat hukum? sungguh membanggonhkan. percumalaporpolisi"
2803,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2804,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2806,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2807,-1,"AcehSelatanSatu titteril ListyoSigitP Kemon Pak buktikan bahwa tagar percumalaporpolisi adalah keliru. Bapak Polisi jgn sampe apa yg dibilang GusDur itu bener kl si DS gk diproses hukum. Sakitu Wassalam ===mang yana==="
2808,2,"SEMOGA DI BERIKAN KEADILAN ATAS PRAKTEK2 KEKUASAAN TIDAK BENAR INI.. TERIMA KASIH. percumalaporpolisi"
2810,-1,"Bagai layangan putus. Memang percumalaporpolisi. Kenapa oknum bisa dari Sabang sampai Merauke...?"
2811,1,"Pasti bapaknya sopan banget ya percumalaporpolisi"
2812,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2814,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2815,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2816,2,"Wajar mayoritas masyarakat sdh mulai hilang kepercayaan terhadap institusi ini, karena saking banyaknya oknum yg tdk amanah.. percumalaporpolisi"
2817,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2819,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2820,1,"Pendongeng HANDAL percumalaporpolisi"
2822,-1,"Foto ini mengambarkan percumalaporpolisi benerbada nya, buktinya kasus pelecehan seksual yg dialami 2 mahasiswi universitas sultan ageng tirtayasa sampai sekarang mandek. Kasus ini di tanganin polresserang1 jadi harus gimana kita ini pak ListyoSigitP ?"
2824,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2826,0,"Tajam kebawah percumalaporpolisi DivHumas_Polri"
2827,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2828,2,"Wajar mayoritas masyarakat sdh mulai hilang kepercayaan terhadap institusi ini, karena saking banyaknya oknum yg tdk amanah.. percumalaporpolisi"
2829,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2830,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2831,-2,"mohtahid Sudah bisa diduga. Makanya makin arogan ya mereka. Serasa yg pnya negara. Makin semena2 lah mereka dgn adanya ini percumalaporpolisi"
2832,-1,"UmarChelsea_70 ListyoSigitP Orang ini kurang contoh buruk apa lagi! percumalaporpolisi"
2833,-1,"UmarChelsea_70 ListyoSigitP Ini satgas PDIP selain nempeleng anak2 juga memalsukan plat no kendaraan. Eh .. malah cm kena wajib lapor. percumalaporpolisi"
2834,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
2835,-1,"Kalau tagar percumalaporpolisi bergema pertanda kerjamu mengecewakan, gitu lho ListyoSigitP DivHumas_Polri tangkap abu janda karena mengatakan teroris agamanya islam"
2838,1,"txtdrberseragam Gak heran kalau ada masyarakat yg berani gini.. PercumaLaporPolisi"
2840,0,"Tolong ini ya pakkk, ditindak tegas DivHumas_Polri . Jangan sampe hastag PercumaLaporPolisi naik lagi. Plissslah ini penganiayaan buat gerem penonton"
2841,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2842,2,"SEMOGA DI BERIKAN KEADILAN ATAS PRAKTEK2 KEKUASAAN TIDAK BENAR INI.. TERIMA KASIH. percumalaporpolisi"
2843,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2844,0,"di tempat gw kalo kehilangan motor... percumalaporpolisi mending tanya orang \pintar\"""""
2845,2,"SEMOGA DI BERIKAN KEADILAN ATAS PRAKTEK2 KEKUASAAN TIDAK BENAR INI.. TERIMA KASIH. percumalaporpolisi"
2847,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2848,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2849,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2850,-3,"Mengapa bisa begini.. Sementara Habib Bahar dikenakan hukuman..dan yg ini hanya wajib lapor... Why... percumalaporpolisi percumalaporpolisi"
2853,0,"Tukrat_16 jika tersangkanya petir, siapa berani adukan...? Jadi percumalaporpolisi tentunya."
2854,-1,"mohtahid tagar percumalaporpolisi Naik lagi...?.. Pastinya tanpa sebab dinaikkan lagi percumalaporpolisi"
2855,0,"Nasib rakyat ... Ade Emon bukan kriminal.. Bebaskan Ade Emon.. Semoga kisah pedih penyuara keadilan tidak membuat rakyat ambil kesimpulan percumalaporpolisi percumalaporpolisi"
2857,-1,"Kalau tagar percumalaporpolisi bergema pertanda kerjamu mengecewakan, gitu lho ListyoSigitP DivHumas_Polri tangkap abu janda karena mengatakan teroris agamanya islam"
2858,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2859,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
2860,1,"si pelaku cuma wajib lapor? Pantes tagar percumalaporpolisi muncul lagi, kalo pelaku cuma wajib lapor, trus itu si anak dapet perlindungan kga kira ??"
2861,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2862,1,"Fakta terbaru: empat anggota laskar Front Pembela Islam (FPI) pengawal Rizieq Syihab yang tewas dalam insiden di KM 50 Tol Jakarta-Cikampek ternyata ditembak sebanyak 11 kali. Informasi selengkapnya bisa kamu tonton di YouTube Narasi KM50MonumenKebiadaban percumalaporpolisi"
2865,-2,"Hukum di negeri kekuasaan. Equality before the law hanya pepesan kosong. Ingat Pak Polisi. Kekuasaan yang kau pegang cuma sementara. Ingat mati Ndan percumalaporpolisi"
2866,1,"Pendongeng HANDAL percumalaporpolisi"
2867,-1,"Dulu Habib Bahar Bin Smith ditahan atas dugaan penganiayaan. kenapa kader PDIP ini malah istimewa cuma wajib lapor ? percumalaporpolisi"
2869,1,"mohtahid Ada banyak hal yang sulit di cari di negara ini, keadilan adalah salah satunya percumalaporpolisi"
2870,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
2871,0,"Negara ini bukan milik kelompok saja, hukum harus adil ke siapapun percumalaporpolisi"
2872,1,"Fakta terbaru: empat anggota laskar Front Pembela Islam (FPI) pengawal Rizieq Syihab yang tewas dalam insiden di KM 50 Tol Jakarta-Cikampek ternyata ditembak sebanyak 11 kali. Informasi selengkapnya bisa kamu tonton di YouTube Narasi KM50MonumenKebiadaban percumalaporpolisi"
2873,-1,"Pak kapolri Hukum masih Tajam kebawah tumpul keatas percumalaporpolisi"
